AICTE ID,NAME,PROGRAMME,UNIVERSITY,LEVEL OF COURSE,COURSE,INTAKE,ADDRESS,ZONE,CITY,DISTRICT,STATE,INSTITUTE TYPE,,
1-36476656649,FORTUNE INSTITUTE OF INTERNATIONAL BUSINESS,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(FINANCIAL MANAGEMENT),60,"PLOT NO 5, BASANT GAON, OPP ARMY (R&R) HOSPITAL RAO TULA RAM MARG",NORTH WEST ,DELHI,SOUTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36477696810,DELHI INSTITUTE OF ADVANCED STUDIES,MANAGEMENT,"GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY, DELHI",POST GRADUATE,MBA,180,"PLOT NO 6, SECTOR 25, ROHINI",NORTH ,DELHI,NORTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36477696810,DELHI INSTITUTE OF ADVANCED STUDIES,MANAGEMENT,"GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY, DELHI",POST GRADUATE,MBA(FINANCIAL MANAGEMENT),60,"PLOT NO 6, SECTOR 25, ROHINI",NORTH ,DELHI,NORTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36495886836,GITARATTAN INTERNATIONAL BUSINESS SCHOOL,MANAGEMENT,"GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY, DELHI",POST GRADUATE,MBA,300,"PSP 2A & 2B COMPLEX-II, MADHUBAN CHOWK, ROHINI",NORTH ,DELHI,NORTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36495886836,GITARATTAN INTERNATIONAL BUSINESS SCHOOL,MANAGEMENT,"GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY, DELHI",POST GRADUATE,MBA(INTERNATIONAL BUSINESS),60,"PSP 2A & 2B COMPLEX-II, MADHUBAN CHOWK, ROHINI",NORTH ,DELHI,NORTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36533511274,NEW DELHI INSTITUTE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,FELLOWSHIP,BUSINESS MANAGEMENT,10,"60,50 (B & C), TUGHLAKABAD INSTITUTIONAL AREA PINCODE -110062",SOUTH,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36533511274,NEW DELHI INSTITUTE OF MANAGEMENT,MANAGEMENT,SELF,POST GRADUATE CERTIFICATE,PGCM,2500,"60,50 (B & C), TUGHLAKABAD INSTITUTIONAL AREA PINCODE -110062",SOUTH,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36533511274,NEW DELHI INSTITUTE OF MANAGEMENT,MANAGEMENT,SELF,POST GRADUATE CERTIFICATE,PGCM,500,"60,50 (B & C), TUGHLAKABAD INSTITUTIONAL AREA PINCODE -110062",SOUTH,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36533511274,NEW DELHI INSTITUTE OF MANAGEMENT,MANAGEMENT,SELF,POST GRADUATE CERTIFICATE,PGCM,750,"60,50 (B & C), TUGHLAKABAD INSTITUTIONAL AREA PINCODE -110062",SOUTH,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36533511274,NEW DELHI INSTITUTE OF MANAGEMENT,MANAGEMENT,SELF,POST GRADUATE CERTIFICATE,PGCM,500,"60,50 (B & C), TUGHLAKABAD INSTITUTIONAL AREA PINCODE -110062",SOUTH,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36533511274,NEW DELHI INSTITUTE OF MANAGEMENT,MANAGEMENT,SELF,POST GRADUATE CERTIFICATE,PGCM,750,"60,50 (B & C), TUGHLAKABAD INSTITUTIONAL AREA PINCODE -110062",SOUTH,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36533511274,NEW DELHI INSTITUTE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,240,"60,50 (B & C), TUGHLAKABAD INSTITUTIONAL AREA PINCODE -110062",SOUTH,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36533511274,NEW DELHI INSTITUTE OF MANAGEMENT,MANAGEMENT,SELF,POST GRADUATE DIPLOMA,PGDM,3500,"60,50 (B & C), TUGHLAKABAD INSTITUTIONAL AREA PINCODE -110062",SOUTH,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36533511274,NEW DELHI INSTITUTE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(FINANCIAL MANAGEMENT),180,"60,50 (B & C), TUGHLAKABAD INSTITUTIONAL AREA PINCODE -110062",SOUTH,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36533511274,NEW DELHI INSTITUTE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(MARKETING),120,"60,50 (B & C), TUGHLAKABAD INSTITUTIONAL AREA PINCODE -110062",SOUTH,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36551178224,INTERNATIONAL MANAGEMENT INSTITUTE,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(HUMAN RESOURCE MANAGEMENT),60,B-10 QUTAB INSTITUTIONAL AREA TARA CRESCENT NEW DELHI-110016,SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36551178224,INTERNATIONAL MANAGEMENT INSTITUTE,MANAGEMENT,NONE,FELLOWSHIP,FELLOW PROGRAM IN MANAGEMENT,20,B-10 QUTAB INSTITUTIONAL AREA TARA CRESCENT NEW DELHI-110016,SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36551178224,INTERNATIONAL MANAGEMENT INSTITUTE,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,300,B-10 QUTAB INSTITUTIONAL AREA TARA CRESCENT NEW DELHI-110016,SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36551178224,INTERNATIONAL MANAGEMENT INSTITUTE,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,PGDM,300,B-10 QUTAB INSTITUTIONAL AREA TARA CRESCENT NEW DELHI-110016,SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36551178224,INTERNATIONAL MANAGEMENT INSTITUTE,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(BANKING AND FINANCIAL SERVICES),60,B-10 QUTAB INSTITUTIONAL AREA TARA CRESCENT NEW DELHI-110016,SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36593328185,JAGANNATH INTERNATIONAL MANAGEMENT SCHOOL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,120,"MOR, POCKET-105, KALKAJI, NEW DELHI-110019",SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36593328185,JAGANNATH INTERNATIONAL MANAGEMENT SCHOOL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(INTERNATIONAL BUSINESS),60,"MOR, POCKET-105, KALKAJI, NEW DELHI-110019",SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36596756290,BANARSIDAS CHANDIWALA INSTITUTE OF PROFESSIONAL STUDIES,MANAGEMENT,"GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY, DELHI",POST GRADUATE,MBA,120,"PLOT NO 9, SECTOR 11, DWARKA, NEW DELHI 110075",NORTH WEST DELHI,DELHI,NORTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36539833054,RUKMINI DEVI INSTITUTE OF ADVANCED STUDIES,MANAGEMENT,"GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY, DELHI",POST GRADUATE,MBA,240,"2A & 2B, PHASE-I, MADHUBAN CHOWK, ROHINI",NORTH WEST DELHI,DELHI,NORTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36542679048,INSTITUTE OF MARKETING AND MANAGEMENT - BUSINESS SCHOOL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,240,"MARKETING TOWER, B-11 QUTAB INSTITUTIONAL AREA, NEW DELHI - 110 016",NEW DELHI,DELHI,NEW DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36469987967,SRI SHARADA INSTITUTE OF INDIAN MANAGEMENT RESEARCH,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,30,"SRI SHARADA INSTITUTE OF INDIAN MANAGEMENT RESEARCH, 7 - INSTITUTIONAL AREA, VASANT KUNJ, PHASE II - 110070",NORTH WEST ,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36239023265,BHAI PARMANAND DSEU SHAKARPUR CAMPUS-II,MANAGEMENT,"DIRECTORATE OF TRAINING AND TECHNICAL EDUCATION, NEW DELHI",DIPLOMA,MODERN OFFICE PRACTICE (ENGLISH),30,"OPP. SHAKARPUR, DELHI",EAST ,DELHI,EAST DELHI,DELHI,GOVERNMENT,,
1-36239023265,BHAI PARMANAND DSEU SHAKARPUR CAMPUS-II,MANAGEMENT,"DIRECTORATE OF TRAINING AND TECHNICAL EDUCATION, NEW DELHI",DIPLOMA,MODERN OFFICE PRACTICE (HINDI),15,"OPP. SHAKARPUR, DELHI",EAST ,DELHI,EAST DELHI,DELHI,GOVERNMENT,,
1-36239023265,BHAI PARMANAND DSEU SHAKARPUR CAMPUS-II,MANAGEMENT,"GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY, DELHI",POST GRADUATE,MBA,40,"OPP. SHAKARPUR, DELHI",EAST ,DELHI,EAST DELHI,DELHI,GOVERNMENT,,
1-36239154595,SRI SUKHMANI INSTITUTE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,60,"PLOT NO.2, BLOCK-PSP, SECTOR - 8, DWARKA",NORTH WEST,DELHI,NORTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36243153643,TECNIA INSTITUTE OF ADVANCED STUDIES CDL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,60,"B-71/2, WAZIRPUR, INDUSTRIAL AREA, WAZIRPUR, NEW DELHI - 110052",KARBI ANGLONG,DELHI,KARBI ANGLONG,DELHI,PRIVATE-SELF FINANCING,,
1-36243153643,TECNIA INSTITUTE OF ADVANCED STUDIES CDL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT,50,"B-71/2, WAZIRPUR, INDUSTRIAL AREA, WAZIRPUR, NEW DELHI - 110052",KARBI ANGLONG,DELHI,KARBI ANGLONG,DELHI,PRIVATE-SELF FINANCING,,
1-36243153643,TECNIA INSTITUTE OF ADVANCED STUDIES CDL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT (FINANCIAL MANAGEMENT),50,"B-71/2, WAZIRPUR, INDUSTRIAL AREA, WAZIRPUR, NEW DELHI - 110052",KARBI ANGLONG,DELHI,KARBI ANGLONG,DELHI,PRIVATE-SELF FINANCING,,
1-36243153643,TECNIA INSTITUTE OF ADVANCED STUDIES CDL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT (HUMAN RESOURCE MANAGEMENT),50,"B-71/2, WAZIRPUR, INDUSTRIAL AREA, WAZIRPUR, NEW DELHI - 110052",KARBI ANGLONG,DELHI,KARBI ANGLONG,DELHI,PRIVATE-SELF FINANCING,,
1-36243153643,TECNIA INSTITUTE OF ADVANCED STUDIES CDL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT (MARKETING MANAGEMENT),50,"B-71/2, WAZIRPUR, INDUSTRIAL AREA, WAZIRPUR, NEW DELHI - 110052",KARBI ANGLONG,DELHI,KARBI ANGLONG,DELHI,PRIVATE-SELF FINANCING,,
1-36243153643,TECNIA INSTITUTE OF ADVANCED STUDIES CDL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT (OPERATIONS MANAGEMENT),50,"B-71/2, WAZIRPUR, INDUSTRIAL AREA, WAZIRPUR, NEW DELHI - 110052",KARBI ANGLONG,DELHI,KARBI ANGLONG,DELHI,PRIVATE-SELF FINANCING,,
1-36210853907,JAMIA HAMDARD DEEMED TO BE UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA,60,DEPARTMENT OF MANAGEMENT HAMDARD NAGAR NEW DELHI 110062,SOUTH,DELHI,SOUTH DELHI,DELHI,DEEMED TO BE UNIVERSITY(GOVT),,
1-36210853907,JAMIA HAMDARD DEEMED TO BE UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA(AGRI BUSINESS MANAGEMENT/ ENTREPRENEURSHIP),30,DEPARTMENT OF MANAGEMENT HAMDARD NAGAR NEW DELHI 110062,SOUTH,DELHI,SOUTH DELHI,DELHI,DEEMED TO BE UNIVERSITY(GOVT),,
1-36210853907,JAMIA HAMDARD DEEMED TO BE UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA(GENERAL MANAGEMENT),120,DEPARTMENT OF MANAGEMENT HAMDARD NAGAR NEW DELHI 110062,SOUTH,DELHI,SOUTH DELHI,DELHI,DEEMED TO BE UNIVERSITY(GOVT),,
1-36210853907,JAMIA HAMDARD DEEMED TO BE UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA(HEALTH CARE ADMINISTRATION),60,DEPARTMENT OF MANAGEMENT HAMDARD NAGAR NEW DELHI 110062,SOUTH,DELHI,SOUTH DELHI,DELHI,DEEMED TO BE UNIVERSITY(GOVT),,
1-36210853907,JAMIA HAMDARD DEEMED TO BE UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA(INTERNATIONAL BUSINESS),30,DEPARTMENT OF MANAGEMENT HAMDARD NAGAR NEW DELHI 110062,SOUTH,DELHI,SOUTH DELHI,DELHI,DEEMED TO BE UNIVERSITY(GOVT),,
1-36210853907,JAMIA HAMDARD DEEMED TO BE UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA(PHARMACEUTICAL MANAGEMENT),60,DEPARTMENT OF MANAGEMENT HAMDARD NAGAR NEW DELHI 110062,SOUTH,DELHI,SOUTH DELHI,DELHI,DEEMED TO BE UNIVERSITY(GOVT),,
1-36211166338,DELHI PHARMACEUTICAL SCIENCES AND RESEARCH UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA (HEALTH CARE AND HOSPITAL MANAGEMENT),30,"PUSHP VIHAR SECTOR-III, M.B. ROAD, NEW DELHI",SOUTH,DELHI,SOUTH DELHI,DELHI,STATE GOVERNMENT UNIVERSITY,,
1-36211166338,DELHI PHARMACEUTICAL SCIENCES AND RESEARCH UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA (INTERNATIONAL TRADE MANAGEMENT),30,"PUSHP VIHAR SECTOR-III, M.B. ROAD, NEW DELHI",SOUTH,DELHI,SOUTH DELHI,DELHI,STATE GOVERNMENT UNIVERSITY,,
1-36211166338,DELHI PHARMACEUTICAL SCIENCES AND RESEARCH UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA (PHARMACEUTICAL MANAGEMENT ),30,"PUSHP VIHAR SECTOR-III, M.B. ROAD, NEW DELHI",SOUTH,DELHI,SOUTH DELHI,DELHI,STATE GOVERNMENT UNIVERSITY,,
1-36212956303,JAMIA MILLIA ISLAMIA (A CENTRAL UNIVERSITY),MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA,70,"FACULTY OF ENGINEERING & TECHONOLOGY JAMIA MILLIA ISLAMIA MAULANA MOHAMMED ALI JAUHAR MARG JAMIA NAGAR, NEW DELHI-110025",SOUTH,DELHI,SOUTH DELHI,DELHI,CENTRAL UNIVERSITY,,
1-36252248954,INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA,90,"KASHMERE GATE, DELHI",CENTRAL,DELHI,CENTRAL DELHI,DELHI,STATE GOVERNMENT UNIVERSITY,,
1-36459188774,NEW DELHI INSTITUTE OF INFORMATION TECHNOLOGY AND MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,120,"105,NEHRU PLACE ROAD,OPP.NEHRU PLACE ,NEW DELHI",NORTH WEST ,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36464840860,IILM INSTITUTE FOR HIGHER EDUCATION,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,180,"RAI SCHOOL COMPLEX, LODHI ROAD, NEW DELHI-110003",NORTH WEST ,DELHI,NEW DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36468955871,APEEJAY SCHOOL OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,180,"SECTOR-8, INSTITUTIONAL AREA, DWARKA",NORTH WEST ,DELHI,SOUTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36468955871,APEEJAY SCHOOL OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(MARKETING),30,"SECTOR-8, INSTITUTIONAL AREA, DWARKA",NORTH WEST ,DELHI,SOUTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36445371469,ENTREPRENEURSHIP & MANAGEMENT PROCESSES INTERNATIONAL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,60,"CAMPUS P.O: CSKM EDUCATIONAL COMPLEX, SATBARI, CHATTARPUR, NEW DELHI",SOUTH ,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36445371469,ENTREPRENEURSHIP & MANAGEMENT PROCESSES INTERNATIONAL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(ADVERTISING COMMUNICATION),30,"CAMPUS P.O: CSKM EDUCATIONAL COMPLEX, SATBARI, CHATTARPUR, NEW DELHI",SOUTH ,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36445371469,ENTREPRENEURSHIP & MANAGEMENT PROCESSES INTERNATIONAL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(HUMAN RESOURCE MANAGEMENT),30,"CAMPUS P.O: CSKM EDUCATIONAL COMPLEX, SATBARI, CHATTARPUR, NEW DELHI",SOUTH ,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36445371469,ENTREPRENEURSHIP & MANAGEMENT PROCESSES INTERNATIONAL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(INTERNATIONAL BUSINESS),60,"CAMPUS P.O: CSKM EDUCATIONAL COMPLEX, SATBARI, CHATTARPUR, NEW DELHI",SOUTH ,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36445371469,ENTREPRENEURSHIP & MANAGEMENT PROCESSES INTERNATIONAL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(RESEARCH AND BUSINESS ANALYTICS),60,"CAMPUS P.O: CSKM EDUCATIONAL COMPLEX, SATBARI, CHATTARPUR, NEW DELHI",SOUTH ,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36456293492,INSTITUTE OF INFORMATION TECHNOLOGY & MANAGEMENT,MANAGEMENT,"GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY, DELHI",POST GRADUATE,MBA,60,"D-29, INSTITUTIONAL AREA, JANAKPURI",WEST ,DELHI,WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36456404569,DR. AKHILESH DAS GUPTA INSTITUTE OF TECHNOLOGY & MANAGEMENT,MANAGEMENT,"GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY, DELHI",POST GRADUATE,MBA,60,"FC-26, SHASTRI PARK,",NORTH WEST ,DELHI,NORTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36597908707,ASIA-PACIFIC INSTITUTE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,60,"3,4 INSTITUTIONAL AREA, JASOLA, NEW DELHI-110025",SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36597908707,ASIA-PACIFIC INSTITUTE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM (BIG DATA ANALYTICS),60,"3,4 INSTITUTIONAL AREA, JASOLA, NEW DELHI-110025",SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36597908707,ASIA-PACIFIC INSTITUTE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM (HEALTHCARE MANAGEMENT),60,"3,4 INSTITUTIONAL AREA, JASOLA, NEW DELHI-110025",SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36597908707,ASIA-PACIFIC INSTITUTE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(BANKING AND FINANCIAL SERVICES),60,"3,4 INSTITUTIONAL AREA, JASOLA, NEW DELHI-110025",SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36597908707,ASIA-PACIFIC INSTITUTE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(GENERAL),180,"3,4 INSTITUTIONAL AREA, JASOLA, NEW DELHI-110025",SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36597908707,ASIA-PACIFIC INSTITUTE OF MANAGEMENT,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(MARKETING),30,"3,4 INSTITUTIONAL AREA, JASOLA, NEW DELHI-110025",SOUTH DELHI,DELHI,SOUTH DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36972480774,MAHARAJA SURAJMAL INSTITUTE,MANAGEMENT,"GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY, DELHI",POST GRADUATE,MBA,120,"C-4, JANAKPURI",WEST ,DELHI,WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36970887009,DELHI TECHNOLOGICAL UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MASTERS IN BUSINESS ADMINISTRATION,271,SHAHBAD DAULATPUR BAWANA ROAD,NORTH WEST ,DELHI,NORTH WEST DELHI,DELHI,STATE GOVERNMENT UNIVERSITY,,
1-36970887009,DELHI TECHNOLOGICAL UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA (EXECUTIVE),60,SHAHBAD DAULATPUR BAWANA ROAD,NORTH WEST ,DELHI,NORTH WEST DELHI,DELHI,STATE GOVERNMENT UNIVERSITY,,
1-36970887009,DELHI TECHNOLOGICAL UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA(BUSINESS ANALYTICS),60,SHAHBAD DAULATPUR BAWANA ROAD,NORTH WEST ,DELHI,NORTH WEST DELHI,DELHI,STATE GOVERNMENT UNIVERSITY,,
1-36970887009,DELHI TECHNOLOGICAL UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA(INNOVATION ENTREPRENEURSHIP AND VENTURE DEVELOPMENT),30,SHAHBAD DAULATPUR BAWANA ROAD,NORTH WEST ,DELHI,NORTH WEST DELHI,DELHI,STATE GOVERNMENT UNIVERSITY,,
1-36968987496,JAGAN INSTITUTE OF MANAGEMENT STUDIES TECHNICAL CAMPUS,MANAGEMENT,NONE,FELLOWSHIP,FELLOW PROGRAM IN MANAGEMENT,10,"3, INSTITUTIONAL AREA, SECTOR-5, ROHINI",NORTH WEST ,DELHI,NORTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36968987496,JAGAN INSTITUTE OF MANAGEMENT STUDIES TECHNICAL CAMPUS,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,180,"3, INSTITUTIONAL AREA, SECTOR-5, ROHINI",NORTH WEST ,DELHI,NORTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36968987496,JAGAN INSTITUTE OF MANAGEMENT STUDIES TECHNICAL CAMPUS,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM (INTERNATIONAL BUSINESS),60,"3, INSTITUTIONAL AREA, SECTOR-5, ROHINI",NORTH WEST ,DELHI,NORTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-36968987496,JAGAN INSTITUTE OF MANAGEMENT STUDIES TECHNICAL CAMPUS,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM (RETAIL MANAGEMENT),60,"3, INSTITUTIONAL AREA, SECTOR-5, ROHINI",NORTH WEST ,DELHI,NORTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-40384200907,FOSTIIMA BUSINESS SCHOOL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM,180,"HAF-1, SECTOR-9,PHASE-I",WEST ,DELHI,WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-40384200907,FOSTIIMA BUSINESS SCHOOL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(FINANCIAL MANAGEMENT),60,"HAF-1, SECTOR-9,PHASE-I",WEST ,DELHI,WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-40384200907,FOSTIIMA BUSINESS SCHOOL,MANAGEMENT,NOT APPLICABLE,POST GRADUATE DIPLOMA,PGDM(MARKETING),120,"HAF-1, SECTOR-9,PHASE-I",WEST ,DELHI,WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
1-38691326882,TERI SCHOOL OF ADVANCED STUDIES DEEMED TO BE UNIVERSITY,MANAGEMENT,NOT APPLICABLE,POST GRADUATE,MBA(SUSTAINABILITY MANAGEMENT),60,"10, INSTITUTIONAL AREA, VASANT KUNJ NEW DELHI",SOUTH WEST ,DELHI,SOUTH WEST DELHI,DELHI,DEEMED TO BE UNIVERSITY(PVT),,
1-38670525006,"LAL BAHADUR SHASTRI INSTITUTE OF MANAGEMENET, DELHI",MANAGEMENT,NONE,FELLOWSHIP,FELLOW PROGRAM IN MANAGEMENT,20,"PLOT NO. 7, SECTOR-11 DWARKA, NEW DELHI",SOUTH WEST ,DELHI,SOUTH WEST DELHI,DELHI,PRIVATE-SELF FINANCING,,
